FECHA;TIPO DE MINERAL;TMH;TMS;%Cu;Au g/TM;Ag g/TM;;;
08/08/2025;SULFUROS;28.88;27.87;1.00;0.25;12.49;;;
08/08/2025;SULFUROS;39.11;37.74;1.00;0.25;12.49;;;
08/08/2025;SULFUROS;30.51;29.44;1.00;0.25;12.49;;;
09/08/2025;SULFUROS;29.09;28.07;1.00;0.25;12.49;;;
09/08/2025;SULFUROS;30.43;29.36;1.00;0.25;12.49;;;
09/08/2025;SULFUROS;35.56;34.32;1.00;0.25;12.49;;;
09/08/2025;SULFUROS;27.35;26.39;1.00;0.25;12.49;;;
09/08/2025;SULFUROS;29.69;28.65;0.76;0.72;14.98;;;
09/08/2025;SULFUROS;30.08;29.03;0.76;0.72;14.98;;;
09/08/2025;SULFUROS;26.30;25.38;0.76;0.72;14.98;;;
09/08/2025;SULFUROS;34.53;33.32;0.76;0.72;14.98;;;
09/08/2025;SULFUROS;22.09;21.32;0.76;0.72;14.98;;;
09/08/2025;SULFUROS;29.23;28.21;0.76;0.72;14.98;;;
09/08/2025;SULFUROS;33.60;32.42;0.76;0.72;14.98;;;
09/08/2025;SULFUROS;27.68;26.71;0.76;0.72;14.98;;;
10/08/2025;SULFUROS;33.67;32.49;0.76;0.72;14.98;;;
10/08/2025;SULFUROS;28.78;27.77;0.80;0.87;13.16;;;
10/08/2025;SULFUROS;29.26;28.24;0.80;0.87;13.16;;;
10/08/2025;SULFUROS;28.38;27.39;0.76;0.72;14.98;;;
10/08/2025;SULFUROS;30.99;29.91;0.80;0.87;13.16;;;
10/08/2025;SULFUROS;27.93;26.95;0.80;0.87;13.16;;;
10/08/2025;SULFUROS;27.13;26.18;0.98;0.83;14.59;;;
10/08/2025;SULFUROS;34.30;33.10;0.98;0.83;14.59;;;
10/08/2025;SULFUROS;34.69;33.48;0.98;0.83;14.59;;;
10/08/2025;SULFUROS;29.50;28.47;0.98;0.83;14.59;;;
10/08/2025;SULFUROS;36.49;35.21;0.98;0.83;14.59;;;
10/08/2025;SULFUROS;33.60;32.42;0.98;0.83;14.59;;;
10/08/2025;SULFUROS;27.86;26.88;0.98;0.83;14.59;;;
11/08/2025;SULFUROS;39.95;38.55;0.75;1.02;14.63;;;
11/08/2025;SULFUROS;29.73;28.69;0.75;1.02;14.63;;;
11/08/2025;SULFUROS;36.03;34.77;0.75;1.02;14.63;;;
11/08/2025;SULFUROS;27.91;26.93;0.75;1.02;14.63;;;
11/08/2025;SULFUROS;34.05;32.86;0.75;1.02;14.63;;;
11/08/2025;SULFUROS;38.34;37.00;0.75;1.02;14.63;;;
11/08/2025;SULFUROS;28.01;27.03;0.75;1.02;14.63;;;
11/08/2025;SULFUROS;34.71;33.50;0.75;1.02;14.63;;;
11/08/2025;SULFUROS;32.59;31.45;0.75;1.02;14.63;;;
11/08/2025;SULFUROS;28.81;27.80;0.75;1.02;14.63;;;
11/08/2025;SULFUROS;34.03;32.84;0.75;1.02;14.63;;;
11/08/2025;SULFUROS;25.92;25.01;0.94;0.33;10.86;;;
11/08/2025;SULFUROS;33.94;32.75;0.75;1.02;14.63;;;
12/08/2025;SULFUROS;28.97;27.96;0.94;0.33;10.86;;;
12/08/2025;SULFUROS;27.03;26.08;0.94;0.33;10.86;;;
12/08/2025;SULFUROS;35.68;34.43;0.94;0.33;10.86;;;
12/08/2025;SULFUROS;34.14;32.95;1.12;1.47;12.14;;;
12/08/2025;SULFUROS;29.30;28.27;1.12;1.47;12.14;;;
12/08/2025;SULFUROS;36.18;34.91;1.12;1.47;12.14;;;
12/08/2025;SULFUROS;28.51;27.51;1.12;1.47;12.14;;;
12/08/2025;SULFUROS;32.61;31.47;1.12;1.47;12.14;;;
12/08/2025;SULFUROS;34.32;33.12;1.12;1.47;12.14;;;
12/08/2025;SULFUROS;28.20;27.21;1.12;1.47;12.14;;;
12/08/2025;SULFUROS;28.00;27.02;1.12;1.47;12.14;;;
12/08/2025;SULFUROS;33.43;32.26;0.80;0.89;14.42;;;
12/08/2025;SULFUROS;32.35;31.22;1.12;1.47;12.14;;;
13/08/2025;SULFUROS;30.93;29.85;0.80;0.89;14.42;;;
13/08/2025;SULFUROS;28.18;27.19;0.80;0.89;14.42;;;
13/08/2025;SULFUROS;27.90;26.92;0.80;0.89;14.42;;;
13/08/2025;SULFUROS;35.13;33.90;1.02;0.45;9.59;;;
13/08/2025;SULFUROS;32.59;31.45;1.02;0.45;9.59;;;
13/08/2025;SULFUROS;25.69;24.79;1.02;0.45;9.59;;;
13/08/2025;SULFUROS;33.84;32.66;1.02;0.45;9.59;;;
13/08/2025;SULFUROS;36.19;34.92;0.85;0.50;5.65;;;
13/08/2025;SULFUROS;36.54;35.26;0.85;0.50;5.65;;;
13/08/2025;SULFUROS;29.77;28.73;0.85;0.50;5.65;;;
13/08/2025;SULFUROS;36.63;35.35;0.85;0.50;5.65;;;
13/08/2025;SULFUROS;32.53;31.39;0.85;0.50;5.65;;;
14/08/2025;SULFUROS;38.09;36.76;0.85;0.50;5.65;;;
14/08/2025;SULFUROS;34.45;33.24;0.85;0.50;5.65;;;
14/08/2025;SULFUROS;34.31;33.11;0.85;0.50;5.65;;;
14/08/2025;SULFUROS;43.19;41.68;0.85;0.50;5.65;;;
14/08/2025;SULFUROS;31.61;30.50;0.85;0.26;8.97;;;
14/08/2025;SULFUROS;37.75;36.43;0.85;0.26;8.97;;;
14/08/2025;SULFUROS;26.38;25.46;0.85;0.26;8.97;;;
14/08/2025;SULFUROS;31.46;30.36;0.85;0.26;8.97;;;
14/08/2025;SULFUROS;27.99;27.01;0.85;0.26;8.97;;;
14/08/2025;SULFUROS;33.76;32.58;1.42;0.38;49.38;;;
14/08/2025;SULFUROS;31.14;30.05;0.85;0.26;8.97;;;
15/08/2025;SULFUROS;37.77;36.45;0.85;0.26;8.97;;;
15/08/2025;SULFUROS;29.67;28.63;0.85;0.26;8.97;;;
15/08/2025;SULFUROS;39.69;38.30;0.85;0.26;8.97;;;
15/08/2025;SULFUROS;38.94;37.58;0.85;0.26;8.97;;;
15/08/2025;SULFUROS;31.44;30.34;0.96;0.35;10.09;;;
15/08/2025;SULFUROS;38.99;37.63;0.96;0.35;10.09;;;
15/08/2025;SULFUROS;30.70;29.63;0.96;0.35;10.09;;;
15/08/2025;SULFUROS;31.46;30.36;0.87;0.41;37.71;;;
15/08/2025;SULFUROS;35.12;33.89;0.87;0.41;37.71;;;
15/08/2025;SULFUROS;35.24;34.01;0.87;0.41;37.71;;;
15/08/2025;SULFUROS;32.07;30.95;0.96;0.35;10.09;;;
