FECHA;TIPO DE MINERAL;TMH;TMS;%Cu;Au g/TM;Ag g/TM;;;
10/07/2025;SULFUROS;25.41;24.52;1.15;2.49;13.03;;;
10/07/2025;SULFUROS;25.84;24.94;1.15;2.49;13.03;;;
10/07/2025;SULFUROS;33.33;32.16;1.15;2.49;13.03;;;
10/07/2025;SULFUROS;28.08;27.10;1.15;2.49;13.03;;;
10/07/2025;SULFUROS;24.08;23.24;1.77;0.71;13.48;;;
10/07/2025;SULFUROS;35.36;34.12;0.80;0.67;6.66;;;
10/07/2025;SULFUROS;27.94;26.96;0.80;0.67;6.66;;;
10/07/2025;SULFUROS;26.85;25.91;0.80;0.67;6.66;;;
10/07/2025;SULFUROS;34.76;33.54;0.80;0.67;6.66;;;
10/07/2025;SULFUROS;28.65;27.65;0.80;0.67;6.66;;;
11/07/2025;SULFUROS;27.11;26.16;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;24.58;23.72;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;26.46;25.53;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;27.68;26.71;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;33.81;32.63;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;26.74;25.80;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;27.16;26.21;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;28.84;27.83;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;34.27;33.07;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;29.25;28.23;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;25.46;24.57;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;24.97;24.10;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;23.99;23.15;1.46;0.74;15.21;;;
11/07/2025;SULFUROS;32.56;31.42;1.27;0.65;11.03;;;
11/07/2025;SULFUROS;26.09;25.18;1.27;0.65;11.03;;;
11/07/2025;SULFUROS;24.90;24.03;1.27;0.65;11.03;;;
11/07/2025;SULFUROS;35.54;34.30;1.27;0.65;11.03;;;
11/07/2025;SULFUROS;22.81;22.01;1.27;0.65;11.03;;;
11/07/2025;SULFUROS;27.33;26.37;1.27;0.65;11.03;;;
12/07/2025;SULFUROS;28.00;27.02;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;26.56;25.63;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;27.40;26.44;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;27.57;26.61;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;27.31;26.35;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;35.77;34.52;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;24.55;23.69;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;27.83;26.86;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;24.26;23.41;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;26.62;25.69;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;21.71;20.95;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;26.46;25.53;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;25.75;24.85;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;29.18;28.16;1.46;0.56;16.72;;;
12/07/2025;SULFUROS;24.91;24.04;1.46;0.56;16.72;;;
13/07/2025;SULFUROS;26.25;25.33;1.46;0.56;16.72;;;
13/07/2025;SULFUROS;27.02;26.07;1.71;0.68;16.69;;;
13/07/2025;SULFUROS;28.10;27.12;1.71;0.68;16.69;;;
13/07/2025;SULFUROS;26.91;25.97;1.71;0.68;16.69;;;
13/07/2025;SULFUROS;28.02;27.04;1.71;0.68;16.69;;;
13/07/2025;SULFUROS;28.14;27.16;1.71;0.68;16.69;;;
13/07/2025;SULFUROS;30.16;29.10;1.71;0.68;16.69;;;
13/07/2025;SULFUROS;25.57;24.68;0.79;0.55;17.58;;;
13/07/2025;SULFUROS;36.60;35.32;0.79;0.55;17.58;;;
13/07/2025;SULFUROS;27.69;26.72;0.79;0.55;17.58;;;
13/07/2025;SULFUROS;27.60;26.63;0.79;0.55;17.58;;;
13/07/2025;SULFUROS;25.81;24.91;0.79;0.55;17.58;;;
13/07/2025;SULFUROS;26.78;25.84;0.79;0.55;17.58;;;
13/07/2025;SULFUROS;36.13;34.87;0.83;0.78;11.81;;;
13/07/2025;SULFUROS;27.08;26.13;0.83;0.78;11.81;;;
13/07/2025;SULFUROS;24.94;24.07;0.83;0.78;11.81;;;
14/07/2025;SULFUROS;26.23;25.31;0.83;0.78;11.81;;;
14/07/2025;SULFUROS;24.05;23.21;0.90;0.89;8.79;;;
14/07/2025;SULFUROS;27.08;26.13;0.90;0.89;8.79;;;
14/07/2025;SULFUROS;32.79;31.64;0.90;0.89;8.79;;;
14/07/2025;SULFUROS;29.90;28.85;0.90;0.89;8.79;;;
14/07/2025;SULFUROS;26.19;25.27;0.90;0.89;8.79;;;
14/07/2025;SULFUROS;26.78;25.84;0.90;0.89;8.79;;;
14/07/2025;SULFUROS;24.73;23.86;0.90;0.89;8.79;;;
14/07/2025;SULFUROS;31.51;30.41;0.90;0.89;8.79;;;
14/07/2025;SULFUROS;26.73;25.79;0.90;0.89;8.79;;;
14/07/2025;SULFUROS;27.18;26.23;0.90;0.89;8.79;;;
14/07/2025;SULFUROS;25.81;24.91;0.90;0.89;8.79;;;
14/07/2025;SULFUROS;32.95;31.80;0.82;0.38;8.78;;;
14/07/2025;SULFUROS;25.40;24.51;0.82;0.38;8.78;;;
14/07/2025;SULFUROS;27.45;26.49;0.53;0.59;6.32;;;
15/07/2025;SULFUROS;26.56;25.63;0.53;0.59;6.32;;;
15/07/2025;SULFUROS;37.50;36.19;0.90;0.89;8.79;;;
15/07/2025;SULFUROS;27.42;26.46;0.83;0.76;12.48;;;
15/07/2025;SULFUROS;35.43;34.19;0.83;0.76;12.48;;;
15/07/2025;SULFUROS;35.33;34.09;0.83;0.76;12.48;;;
15/07/2025;SULFUROS;27.04;26.09;0.83;0.76;12.48;;;
16/07/2025;SULFUROS;28.17;27.18;0.83;0.76;12.48;;;
16/07/2025;SULFUROS;32.21;31.08;0.83;0.76;12.48;;;
16/07/2025;SULFUROS;31.67;30.56;0.83;0.76;12.48;;;
16/07/2025;SULFUROS;27.71;26.74;0.86;0.90;9.24;;;
16/07/2025;SULFUROS;26.59;25.66;0.86;0.90;9.24;;;
16/07/2025;SULFUROS;27.89;26.91;0.86;0.90;9.24;;;
17/07/2025;SULFUROS;27.91;26.93;0.86;0.90;9.24;;;
17/07/2025;SULFUROS;34.78;33.56;0.86;0.90;9.24;;;
17/07/2025;SULFUROS;35.50;34.26;0.86;0.90;9.24;;;
17/07/2025;SULFUROS;35.04;33.81;0.76;1.03;18.41;;;
18/07/2025;SULFUROS;32.28;31.15;0.76;1.03;18.41;;;
18/07/2025;SULFUROS;34.40;33.20;0.76;1.03;18.41;;;
18/07/2025;SULFUROS;28.01;27.03;0.76;1.03;18.41;;;
18/07/2025;SULFUROS;26.85;25.91;0.76;1.03;18.41;;;
18/07/2025;SULFUROS;27.49;26.53;0.76;1.03;18.41;;;
18/07/2025;SULFUROS;34.15;32.95;0.80;1.15;9.72;;;
18/07/2025;SULFUROS;34.47;33.26;0.80;1.15;9.72;;;
18/07/2025;SULFUROS;24.91;24.04;0.80;1.15;9.72;;;
18/07/2025;SULFUROS;26.91;25.97;0.80;1.15;9.72;;;
18/07/2025;SULFUROS;27.84;26.87;1.08;0.69;10.12;;;
18/07/2025;SULFUROS;30.75;29.67;1.08;0.69;10.12;;;
18/07/2025;SULFUROS;36.61;35.33;1.08;0.69;10.12;;;
18/07/2025;SULFUROS;26.08;25.17;1.08;0.69;10.12;;;
18/07/2025;SULFUROS;28.79;27.78;1.08;0.69;10.12;;;
19/07/2025;SULFUROS;35.61;34.36;1.08;0.69;10.12;;;
19/07/2025;SULFUROS;20.98;20.25;1.08;0.69;10.12;;;
19/07/2025;SULFUROS;25.98;25.07;0.89;1.31;10.60;;;
19/07/2025;SULFUROS;37.35;36.04;0.89;1.31;10.60;;;
19/07/2025;SULFUROS;27.42;26.46;0.89;1.31;10.60;;;
19/07/2025;SULFUROS;29.13;28.11;0.89;1.31;10.60;;;
19/07/2025;SULFUROS;28.49;27.49;0.89;1.31;10.60;;;
19/07/2025;SULFUROS;26.40;25.48;0.89;1.31;10.60;;;
19/07/2025;SULFUROS;39.33;37.95;0.89;1.31;10.60;;;
19/07/2025;SULFUROS;27.10;26.15;0.89;1.31;10.60;;;
19/07/2025;SULFUROS;37.57;36.26;0.89;1.31;10.60;;;
19/07/2025;SULFUROS;27.29;26.33;0.89;1.31;10.60;;;
19/07/2025;SULFUROS;28.03;27.05;0.89;1.31;10.60;;;
20/07/2025;SULFUROS;29.18;28.16;0.89;1.31;10.60;;;
20/07/2025;SULFUROS;37.47;36.16;0.89;1.31;10.60;;;
20/07/2025;SULFUROS;30.26;29.20;0.89;1.31;10.60;;;
20/07/2025;SULFUROS;36.33;35.06;0.89;1.31;10.60;;;
20/07/2025;SULFUROS;29.14;28.12;0.89;1.31;10.60;;;
20/07/2025;SULFUROS;28.90;27.89;0.89;1.31;10.60;;;
20/07/2025;SULFUROS;24.96;24.09;0.89;1.31;10.60;;;
20/07/2025;SULFUROS;30.37;29.31;0.36;0.06;2.96;;;
20/07/2025;SULFUROS;24.84;23.97;0.77;0.65;32.35;;;
20/07/2025;SULFUROS;26.17;25.25;0.77;0.65;32.35;;;
20/07/2025;SULFUROS;32.21;31.08;0.77;0.65;32.35;;;
20/07/2025;SULFUROS;27.93;26.95;0.77;0.65;32.35;;;
20/07/2025;SULFUROS;18.57;17.92;0.77;0.65;32.35;;;
20/07/2025;SULFUROS;26.60;25.67;0.77;0.65;32.35;;;
21/07/2025;SULFUROS;31.44;30.34;0.73;0.68;40.20;;;
21/07/2025;SULFUROS;35.26;34.03;0.73;0.68;40.20;;;
21/07/2025;SULFUROS;25.59;24.69;0.73;0.68;40.20;;;
21/07/2025;SULFUROS;34.70;33.49;0.73;0.68;40.20;;;
21/07/2025;SULFUROS;26.33;25.41;0.73;0.68;40.20;;;
21/07/2025;SULFUROS;26.63;25.70;0.73;0.68;40.20;;;
21/07/2025;SULFUROS;26.60;25.67;0.73;0.68;40.20;;;
21/07/2025;SULFUROS;26.81;25.87;0.73;0.68;40.20;;;
22/07/2025;SULFUROS;34.99;33.77;0.73;0.68;40.20;;;
22/07/2025;SULFUROS;24.87;24.00;0.73;0.68;40.20;;;
22/07/2025;SULFUROS;25.43;24.54;0.73;0.68;40.20;;;
22/07/2025;SULFUROS;28.30;27.31;0.73;0.68;40.20;;;
22/07/2025;SULFUROS;24.56;23.70;0.73;0.68;40.20;;;
22/07/2025;SULFUROS;33.98;32.79;0.82;0.46;38.91;;;
22/07/2025;SULFUROS;22.02;21.25;0.82;0.46;38.91;;;
22/07/2025;SULFUROS;24.88;24.01;0.82;0.46;38.91;;;
22/07/2025;SULFUROS;22.11;21.34;0.82;0.46;38.91;;;
22/07/2025;SULFUROS;28.44;27.44;0.82;0.46;38.91;;;
22/07/2025;SULFUROS;35.65;34.40;0.82;0.46;38.91;;;
22/07/2025;SULFUROS;25.25;24.37;0.82;0.46;38.91;;;
22/07/2025;SULFUROS;35.45;34.21;0.82;0.46;38.91;;;
22/07/2025;SULFUROS;26.45;25.52;0.82;0.46;38.91;;;
22/07/2025;SULFUROS;24.17;23.32;0.82;0.46;38.91;;;
23/07/2025;SULFUROS;34.41;33.21;0.82;0.46;38.91;;;
23/07/2025;SULFUROS;25.35;24.46;0.82;0.46;38.91;;;
23/07/2025;SULFUROS;26.13;25.22;0.82;0.46;38.91;;;
23/07/2025;SULFUROS;34.11;32.92;0.82;0.55;39.99;;;
23/07/2025;SULFUROS;23.77;22.94;0.82;0.55;39.99;;;
23/07/2025;SULFUROS;23.09;22.28;0.82;0.55;39.99;;;
23/07/2025;SULFUROS;29.18;28.16;0.82;0.55;39.99;;;
23/07/2025;SULFUROS;24.30;23.45;0.82;0.55;39.99;;;
23/07/2025;SULFUROS;36.29;35.02;0.82;0.55;39.99;;;
23/07/2025;SULFUROS;26.09;25.18;0.82;0.55;39.99;;;
24/07/2025;SULFUROS;21.83;21.07;0.87;0.94;38.24;;;
24/07/2025;SULFUROS;25.71;24.81;0.87;0.94;38.24;;;
24/07/2025;SULFUROS;22.31;21.53;0.87;0.94;38.24;;;
24/07/2025;SULFUROS;25.97;25.06;0.87;0.94;38.24;;;
24/07/2025;SULFUROS;27.95;26.97;0.87;0.94;38.24;;;
24/07/2025;SULFUROS;27.05;26.10;0.87;0.94;38.24;;;
24/07/2025;SULFUROS;24.28;23.43;0.87;0.94;38.24;;;
24/07/2025;SULFUROS;32.24;31.11;0.87;0.94;38.24;;;
24/07/2025;SULFUROS;26.29;25.37;0.87;0.94;38.24;;;
24/07/2025;SULFUROS;22.57;21.78;1.08;0.80;47.67;;;
24/07/2025;SULFUROS;20.70;19.98;1.08;0.80;47.67;;;
24/07/2025;SULFUROS;22.91;22.11;1.08;0.80;47.67;;;
24/07/2025;SULFUROS;29.21;28.19;1.08;0.80;47.67;;;
25/07/2025;SULFUROS;27.34;26.38;1.08;0.80;47.67;;;
25/07/2025;SULFUROS;26.47;25.54;1.08;0.80;47.67;;;
25/07/2025;SULFUROS;33.29;32.12;1.08;0.80;47.67;;;
25/07/2025;SULFUROS;27.06;26.11;1.08;0.80;47.67;;;
25/07/2025;SULFUROS;26.15;25.23;1.08;0.80;47.67;;;
25/07/2025;SULFUROS;29.57;28.54;1.08;0.80;47.67;;;
25/07/2025;SULFUROS;26.39;25.47;1.08;0.80;47.67;;;
25/07/2025;SULFUROS;25.79;24.89;1.08;0.80;47.67;;;
25/07/2025;SULFUROS;35.86;34.60;1.08;0.80;47.67;;;
25/07/2025;SULFUROS;27.40;26.44;1.08;0.80;47.67;;;
25/07/2025;SULFUROS;28.30;27.31;1.20;0.43;22.00;;;
25/07/2025;SULFUROS;24.91;24.04;1.20;0.43;22.00;;;
25/07/2025;SULFUROS;25.01;24.13;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;26.58;25.65;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;26.99;26.05;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;28.31;27.32;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;29.56;28.53;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;22.42;21.64;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;27.43;26.47;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;25.76;24.86;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;28.36;27.37;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;27.74;26.77;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;31.93;30.81;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;33.78;32.60;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;30.08;29.03;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;28.11;27.13;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;33.60;32.42;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;34.37;33.17;1.20;0.43;22.00;;;
26/07/2025;SULFUROS;35.69;34.44;1.20;0.43;22.00;;;
27/07/2025;SULFUROS;25.41;24.52;1.20;0.43;22.00;;;
27/07/2025;SULFUROS;25.64;24.74;1.20;0.43;22.00;;;
27/07/2025;SULFUROS;27.09;26.14;1.20;0.43;22.00;;;
27/07/2025;SULFUROS;35.53;34.29;1.20;0.43;22.00;;;
27/07/2025;SULFUROS;28.43;27.43;1.20;0.43;22.00;;;
27/07/2025;SULFUROS;28.00;27.02;1.00;0.71;40.41;;;
27/07/2025;SULFUROS;32.85;31.70;1.00;0.71;40.41;;;
27/07/2025;SULFUROS;32.89;31.74;1.00;0.71;40.41;;;
27/07/2025;SULFUROS;28.14;27.16;1.00;0.71;40.41;;;
27/07/2025;SULFUROS;28.09;27.11;1.00;0.71;40.41;;;
27/07/2025;SULFUROS;35.69;34.44;1.00;0.71;40.41;;;
28/07/2025;SULFUROS;27.39;26.43;1.00;0.71;40.41;;;
28/07/2025;SULFUROS;34.52;33.31;1.00;0.71;40.41;;;
28/07/2025;SULFUROS;26.87;25.93;1.00;0.71;40.41;;;
28/07/2025;SULFUROS;35.48;34.24;1.00;0.71;40.41;;;
28/07/2025;SULFUROS;25.44;24.55;1.00;0.71;40.41;;;
28/07/2025;SULFUROS;29.10;28.08;1.00;0.71;40.41;;;
28/07/2025;SULFUROS;36.18;34.91;1.00;0.71;40.41;;;
28/07/2025;SULFUROS;28.36;27.37;1.00;0.71;40.41;;;
28/07/2025;SULFUROS;36.55;35.27;1.00;0.71;40.41;;;
28/07/2025;SULFUROS;24.95;24.08;1.54;0.33;16.92;;;
28/07/2025;SULFUROS;25.91;25.00;1.54;0.33;16.92;;;
28/07/2025;SULFUROS;25.96;25.05;1.54;0.33;16.92;;;
28/07/2025;SULFUROS;26.09;25.18;1.54;0.33;16.92;;;
28/07/2025;SULFUROS;28.58;27.58;1.54;0.33;16.92;;;
28/07/2025;SULFUROS;34.97;33.75;1.54;0.33;16.92;;;
28/07/2025;SULFUROS;27.93;26.95;1.54;0.33;16.92;;;
29/07/2025;SULFUROS;29.52;28.49;1.54;0.33;16.92;;;
29/07/2025;SULFUROS;29.61;28.57;1.54;0.33;16.92;;;
29/07/2025;SULFUROS;27.70;26.73;1.54;0.33;16.92;;;
29/07/2025;SULFUROS;27.23;26.28;1.54;0.33;16.92;;;
29/07/2025;SULFUROS;34.11;32.92;1.59;0.36;12.82;;;
29/07/2025;SULFUROS;28.96;27.95;1.59;0.36;12.82;;;
29/07/2025;SULFUROS;29.57;28.54;1.59;0.36;12.82;;;
29/07/2025;SULFUROS;31.72;30.61;1.59;0.36;12.82;;;
29/07/2025;SULFUROS;36.37;35.10;1.59;0.36;12.82;;;
29/07/2025;SULFUROS;30.70;29.63;1.59;0.36;12.82;;;
29/07/2025;SULFUROS;27.74;26.77;1.59;0.36;12.82;;;
29/07/2025;SULFUROS;37.84;36.52;1.59;0.36;12.82;;;
29/07/2025;SULFUROS;25.50;24.61;1.59;0.36;12.82;;;
29/07/2025;SULFUROS;27.70;26.73;1.59;0.36;12.82;;;
29/07/2025;SULFUROS;37.74;36.42;1.59;0.36;12.82;;;
29/07/2025;SULFUROS;27.27;26.32;1.59;0.36;12.82;;;
30/07/2025;SULFUROS;27.77;26.80;1.59;0.36;12.82;;;
30/07/2025;SULFUROS;25.41;24.52;1.59;0.36;12.82;;;
30/07/2025;SULFUROS;27.94;26.96;1.59;0.36;12.82;;;
30/07/2025;SULFUROS;27.04;26.09;1.59;0.36;12.82;;;
30/07/2025;SULFUROS;37.02;35.72;1.59;0.36;12.82;;;
30/07/2025;SULFUROS;30.59;29.52;1.59;0.36;12.82;;;
30/07/2025;SULFUROS;27.75;26.78;0.96;0.80;42.13;;;
30/07/2025;SULFUROS;34.95;33.73;0.96;0.80;42.13;;;
30/07/2025;SULFUROS;28.91;27.90;0.96;0.80;42.13;;;
30/07/2025;SULFUROS;37.62;36.30;0.96;0.80;42.13;;;
30/07/2025;SULFUROS;28.69;27.69;0.96;0.80;42.13;;;
30/07/2025;SULFUROS;38.46;37.11;0.96;0.80;42.13;;;
30/07/2025;SULFUROS;28.68;27.68;0.96;0.80;42.13;;;
30/07/2025;SULFUROS;26.97;26.03;0.96;0.80;42.13;;;
31/07/2025;SULFUROS;27.82;26.85;0.91;0.61;39.95;;;
31/07/2025;SULFUROS;25.72;24.82;0.91;0.61;39.95;;;
31/07/2025;SULFUROS;28.49;27.49;0.91;0.61;39.95;;;
31/07/2025;SULFUROS;27.32;26.36;0.91;0.61;39.95;;;
31/07/2025;SULFUROS;32.75;31.60;0.91;0.61;39.95;;;
31/07/2025;SULFUROS;27.64;26.67;0.91;0.61;39.95;;;
31/07/2025;SULFUROS;25.80;24.90;0.91;0.61;39.95;;;
31/07/2025;SULFUROS;23.46;22.64;0.91;0.61;39.95;;;
31/07/2025;SULFUROS;29.68;28.64;1.21;0.18;11.60;;;
31/07/2025;SULFUROS;35.29;34.05;1.21;0.18;11.60;;;
31/07/2025;SULFUROS;26.70;25.77;0.94;0.88;12.54;;;
31/07/2025;SULFUROS;24.68;23.82;0.94;0.88;12.54;;;
31/07/2025;SULFUROS;28.06;27.08;0.94;0.88;12.54;;;
31/07/2025;SULFUROS;39.62;38.23;0.94;0.88;12.54;;;
31/07/2025;SULFUROS;28.42;27.43;0.94;0.88;12.54;;;
31/07/2025;SULFUROS;25.61;24.71;0.94;0.88;12.54;;;
31/07/2025;SULFUROS;27.47;26.51;0.94;0.88;12.54;;;
31/07/2025;SULFUROS;37.89;36.56;0.94;0.88;12.54;;;
01/08/2025;SULFUROS;28.82;27.81;1.21;0.18;11.60;;;
01/08/2025;SULFUROS;26.65;25.72;0.94;0.88;12.54;;;
01/08/2025;SULFUROS;26.70;25.77;0.94;0.88;12.54;;;
01/08/2025;SULFUROS;26.07;25.16;0.86;0.30;5.98;;;
01/08/2025;SULFUROS;36.46;35.18;0.86;0.30;5.98;;;
01/08/2025;SULFUROS;25.89;24.98;0.86;0.30;5.98;;;
01/08/2025;SULFUROS;28.16;27.17;0.81;0.84;21.83;;;
01/08/2025;SULFUROS;26.39;25.47;0.81;0.84;21.83;;;
01/08/2025;SULFUROS;27.77;26.80;0.81;0.84;21.83;;;
01/08/2025;SULFUROS;28.13;27.15;0.81;0.84;21.83;;;
01/08/2025;SULFUROS;36.36;35.09;0.81;0.84;21.83;;;
01/08/2025;SULFUROS;31.91;30.79;0.81;0.84;21.83;;;
01/08/2025;SULFUROS;28.06;27.08;0.81;0.84;21.83;;;
01/08/2025;SULFUROS;27.86;26.88;0.81;0.84;21.83;;;
01/08/2025;SULFUROS;32.83;31.68;0.81;0.84;21.83;;;
01/08/2025;SULFUROS;29.75;28.71;0.81;0.84;21.83;;;
01/08/2025;SULFUROS;32.63;31.49;0.81;0.84;21.83;;;
01/08/2025;SULFUROS;28.67;27.67;0.81;0.84;21.83;;;
02/08/2025;SULFUROS;28.83;27.82;0.81;0.84;21.83;;;
02/08/2025;SULFUROS;24.77;23.90;1.29;1.60;67.36;;;
02/08/2025;SULFUROS;23.29;22.47;1.29;1.60;67.36;;;
02/08/2025;SULFUROS;24.66;23.80;1.29;1.60;67.36;;;
02/08/2025;SULFUROS;28.88;27.87;1.29;1.60;67.36;;;
02/08/2025;SULFUROS;34.54;33.33;0.83;0.75;16.25;;;
02/08/2025;SULFUROS;27.21;26.26;0.83;0.75;16.25;;;
02/08/2025;SULFUROS;30.64;29.57;0.83;0.75;16.25;;;
02/08/2025;SULFUROS;31.84;30.73;0.83;0.75;16.25;;;
02/08/2025;SULFUROS;25.99;25.08;0.83;0.75;16.25;;;
03/08/2025;SULFUROS;29.44;28.41;0.83;0.75;16.25;;;
03/08/2025;SULFUROS;29.89;28.84;0.83;0.75;16.25;;;
03/08/2025;SULFUROS;31.69;30.58;0.83;0.75;16.25;;;
03/08/2025;SULFUROS;28.00;27.02;0.83;0.75;16.25;;;
03/08/2025;SULFUROS;26.32;25.40;0.78;0.22;7.46;;;
03/08/2025;SULFUROS;26.31;25.39;0.78;0.22;7.46;;;
03/08/2025;SULFUROS;24.67;23.81;0.78;0.22;7.46;;;
03/08/2025;SULFUROS;29.60;28.56;0.78;0.22;7.46;;;
03/08/2025;SULFUROS;26.91;25.97;1.14;1.35;13.60;;;
03/08/2025;SULFUROS;31.96;30.84;1.14;1.35;13.60;;;
03/08/2025;SULFUROS;22.40;21.62;1.04;0.45;27.18;;;
03/08/2025;SULFUROS;24.21;23.36;1.04;0.45;27.18;;;
03/08/2025;SULFUROS;29.29;28.26;1.14;1.35;13.60;;;
03/08/2025;SULFUROS;28.31;27.32;1.14;1.35;13.60;;;
03/08/2025;SULFUROS;31.02;29.93;1.14;1.35;13.60;;;
03/08/2025;SULFUROS;40.16;38.75;1.14;1.35;13.60;;;
04/08/2025;SULFUROS;26.10;25.19;1.14;1.35;13.60;;;
04/08/2025;SULFUROS;35.78;34.53;1.14;1.35;13.60;;;
04/08/2025;SULFUROS;26.00;25.09;1.26;0.25;8.41;;;
04/08/2025;SULFUROS;34.99;33.77;1.26;0.25;8.41;;;
04/08/2025;SULFUROS;27.89;26.91;1.26;0.25;8.41;;;
04/08/2025;SULFUROS;27.40;26.44;1.26;0.25;8.41;;;
04/08/2025;SULFUROS;30.84;29.76;0.81;0.24;8.53;;;
04/08/2025;SULFUROS;37.27;35.97;0.81;0.24;8.53;;;
04/08/2025;SULFUROS;37.00;35.71;0.81;0.24;8.53;;;
04/08/2025;SULFUROS;29.52;28.49;0.81;0.24;8.53;;;
05/08/2025;SULFUROS;26.83;25.89;0.81;0.24;8.53;;;
05/08/2025;SULFUROS;29.15;28.13;0.61;0.51;5.70;;;
05/08/2025;SULFUROS;38.16;36.82;0.61;0.51;5.70;;;
05/08/2025;SULFUROS;35.48;34.24;0.61;0.51;5.70;;;
05/08/2025;SULFUROS;28.60;27.60;0.97;1.04;12.39;;;
05/08/2025;SULFUROS;27.46;26.50;0.97;1.04;12.39;;;
05/08/2025;SULFUROS;37.47;36.16;0.97;1.04;12.39;;;
05/08/2025;SULFUROS;34.95;33.73;0.97;1.04;12.39;;;
05/08/2025;SULFUROS;31.61;30.50;0.97;1.04;12.39;;;
05/08/2025;SULFUROS;34.51;33.30;0.97;1.04;12.39;;;
05/08/2025;SULFUROS;35.72;34.47;0.97;1.04;12.39;;;
05/08/2025;SULFUROS;30.34;29.28;0.97;1.04;12.39;;;
06/08/2025;SULFUROS;28.62;27.62;0.97;1.04;12.39;;;
06/08/2025;SULFUROS;35.86;34.60;0.97;1.04;12.39;;;
06/08/2025;SULFUROS;36.41;35.14;0.97;1.04;12.39;;;
06/08/2025;SULFUROS;28.26;27.27;0.97;1.04;12.39;;;
06/08/2025;SULFUROS;23.57;22.75;0.97;1.04;12.39;;;
06/08/2025;SULFUROS;35.70;34.45;0.97;1.04;12.39;;;
06/08/2025;SULFUROS;34.46;33.25;0.97;1.04;12.39;;;
06/08/2025;SULFUROS;34.70;33.49;0.97;1.04;12.39;;;
06/08/2025;SULFUROS;36.24;34.97;0.97;1.04;12.39;;;
06/08/2025;SULFUROS;24.58;23.72;0.97;1.04;12.39;;;
06/08/2025;SULFUROS;33.07;31.91;0.83;0.81;31.69;;;
06/08/2025;SULFUROS;28.39;27.40;0.83;0.81;31.69;;;
06/08/2025;SULFUROS;35.30;34.06;0.83;0.81;31.69;;;
06/08/2025;SULFUROS;35.22;33.99;0.83;0.81;31.69;;;
07/08/2025;SULFUROS;27.64;26.67;0.83;0.81;31.69;;;
07/08/2025;SULFUROS;36.03;34.77;0.83;0.81;31.69;;;
07/08/2025;SULFUROS;34.99;33.77;0.83;0.81;31.69;;;
07/08/2025;SULFUROS;32.77;31.62;0.83;0.81;31.69;;;
07/08/2025;SULFUROS;30.32;29.26;0.69;0.52;11.68;;;
07/08/2025;SULFUROS;38.03;36.70;0.69;0.52;11.68;;;
07/08/2025;SULFUROS;41.04;39.60;0.69;0.52;11.68;;;
07/08/2025;SULFUROS;37.61;36.29;0.69;0.52;11.68;;;
07/08/2025;SULFUROS;37.85;36.53;0.69;0.52;11.68;;;
07/08/2025;SULFUROS;27.14;26.19;0.69;0.52;11.68;;;
07/08/2025;SULFUROS;35.64;34.39;0.69;0.52;11.68;;;
08/08/2025;SULFUROS;28.73;27.72;0.69;0.52;11.68;;;
08/08/2025;SULFUROS;29.27;28.25;0.94;0.33;10.86;;;
08/08/2025;SULFUROS;29.93;28.88;0.94;0.33;10.86;;;
08/08/2025;SULFUROS;38.32;36.98;1.00;0.25;12.49;;;
